number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at
INC0004186,Resolved,False,0,0,6,False,Caller4,Operator22,2024-06-04 08:38:00,Operator30,2024-06-04 08:43:00,Analyst16,2024-06-12 05:02:54,Direct Opening,Data Center Alpha,Database,Query,Security Alert,3 - Low,1 - High,3 - Moderate,Database Admin,Analyst29,False,True,Send Email,,,,,Solved (Permanently),Resolver15,2024-06-10 23:29:37,2024-06-12 05:02:54
INC0004187,Awaiting Vendor,True,3,0,6,False,Caller57,Operator6,2023-10-22 02:32:00,Operator27,2023-10-22 02:34:00,Analyst10,2023-10-24 14:10:37,Email,Ankara Office,Hardware,Laptop,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Service Desk,Analyst46,False,False,Do Not Notify,PRB0000473,,,,,,,
INC0004188,Resolved,False,0,0,5,False,Caller191,Operator19,2024-06-18 19:32:00,Operator19,2024-06-18 19:33:00,Analyst16,2024-07-03 17:12:45,IVR,İstanbul Regional,Network,VPN,Configuration Error,3 - Low,2 - Medium,4 - Low,Cloud Services,Analyst11,False,False,Send SMS,PRB0000256,,,,Closed/Resolved by Caller,Resolver32,2024-07-01 21:00:05,2024-07-03 17:12:45
INC0004189,Closed,False,3,0,17,True,Caller77,Operator23,2024-12-13 12:48:00,Operator23,2024-12-13 12:49:00,Analyst23,2024-12-14 20:27:06,Self Service,İzmir Office,Inquiry / Help,Password Reset,Data Loss,2 - Medium,3 - Low,4 - Low,Data Center Operations,Analyst7,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver3,2024-12-13 19:21:05,2024-12-14 20:27:06
INC0004190,Resolved,False,1,2,4,False,Caller38,Operator20,2023-09-15 08:16:00,Operator9,2023-09-15 08:21:00,Analyst22,2023-09-24 07:15:09,IVR,Ankara Office,Inquiry / Help,How To,Login Issue,3 - Low,2 - Medium,4 - Low,Application Support,Analyst3,False,True,Send Email,,,,,Not Solved (Not Reproducible),Resolver16,2023-09-23 03:55:48,2023-09-24 07:15:09
INC0004191,Closed,False,0,0,2,True,Caller182,Operator20,2024-09-02 03:01:00,Operator23,2024-09-02 03:01:00,Analyst30,2024-09-03 19:59:21,Self Service,Data Center Alpha,Software,ERP,Error Message,3 - Low,1 - High,3 - Moderate,Data Center Operations,Analyst18,True,True,Do Not Notify,,,,,Solved (Work Around),Resolver40,2024-09-02 22:29:16,2024-09-03 19:59:21
INC0004192,Closed,False,0,0,4,True,Caller167,Operator5,2023-02-13 11:13:00,Operator14,2023-02-13 11:17:00,Analyst13,2023-02-17 04:55:37,IVR,Data Center Beta,Network,Connectivity,Cannot Access,1 - High,3 - Low,3 - Moderate,Security Operations,Analyst16,True,True,Send Email,,,,,Solved (Work Around),Resolver32,2023-02-15 12:57:30,2023-02-17 04:55:37
INC0004193,Closed,False,1,0,8,True,Caller188,Operator3,2024-05-21 18:45:00,Operator4,2024-05-21 18:50:00,Analyst17,2024-05-28 03:13:04,Self Service,Remote - VPN,Network,Firewall,System Slow,3 - Low,2 - Medium,4 - Low,Service Desk,Analyst26,True,True,Send Email,,,,,Not Solved (Too Costly),Resolver28,2024-05-27 10:21:40,2024-05-28 03:13:04
INC0004194,Closed,False,0,0,11,False,Caller115,Operator23,2023-09-30 21:01:00,Operator17,2023-09-30 21:02:00,Analyst10,2023-10-04 23:26:48,Self Service,Ankara Office,Hardware,Peripheral,Cannot Access,2 - Medium,1 - High,2 - High,Security Operations,Analyst35,True,False,Do Not Notify,,RFC0000115,,,Not Solved (Not Reproducible),Resolver21,2023-10-03 15:21:19,2023-10-04 23:26:48
INC0004195,Closed,False,2,0,17,True,Caller189,Operator9,2023-04-09 15:01:00,Operator2,2023-04-09 15:02:00,Analyst39,2023-04-11 06:03:15,IVR,Elazığ Plant,Network,DNS,Configuration Error,1 - High,3 - Low,3 - Moderate,Data Center Operations,Analyst17,False,False,Send Email,,,,,Solved (Permanently),Resolver21,2023-04-10 00:09:25,2023-04-11 06:03:15
INC0004196,Closed,False,2,0,10,True,Caller104,Operator24,2023-01-21 21:35:00,Operator8,2023-01-21 21:36:00,Analyst25,2023-01-24 15:59:43,Phone,İzmir Office,Database,Performance,Security Alert,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst9,True,True,Do Not Notify,,,,,Solved (Work Around),Resolver22,2023-01-23 16:27:27,2023-01-24 15:59:43
INC0004197,Resolved,False,1,0,15,False,Caller59,Operator25,2024-04-23 05:38:00,Operator18,2024-04-23 05:43:00,Analyst37,2024-05-04 02:51:43,Self Service,Ankara Office,Inquiry / Help,Information,Login Issue,2 - Medium,3 - Low,4 - Low,Data Center Operations,Analyst8,True,False,Send SMS,,RFC0000095,,,Closed/Resolved by Caller,Resolver34,2024-05-03 09:22:04,2024-05-04 02:51:43
INC0004198,Closed,False,1,0,12,False,Caller188,Operator16,2024-01-10 22:50:00,Operator4,2024-01-10 22:52:00,Analyst45,2024-01-18 01:24:55,Self Service,İzmir Office,Hardware,Desktop,Data Loss,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst38,False,False,Do Not Notify,,RFC0000034,,,Solved (Work Around),Resolver10,2024-01-16 15:39:56,2024-01-18 01:24:55
INC0004199,Closed,False,3,0,6,True,Caller15,Operator19,2023-04-22 19:53:00,Operator11,2023-04-22 19:53:00,Analyst9,2023-04-28 21:59:14,Phone,Remote - VPN,Database,Backup,Login Issue,3 - Low,2 - Medium,4 - Low,Network Operations,Analyst42,False,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver32,2023-04-28 02:33:51,2023-04-28 21:59:14
INC0004200,Resolved,False,4,1,17,True,Caller24,Operator3,2024-08-15 21:57:00,Operator30,2024-08-15 21:59:00,Analyst24,2024-08-18 03:32:33,Self Service,Data Center Beta,Network,Firewall,Intermittent Failure,2 - Medium,3 - Low,4 - Low,Application Support,Analyst1,False,False,Send Email,PRB0000096,,,,Closed/Resolved by Caller,Resolver33,2024-08-17 16:52:19,2024-08-18 03:32:33
INC0004201,Resolved,False,5,1,9,False,Caller193,Operator17,2024-09-01 09:25:00,Operator1,2024-09-01 09:28:00,Analyst32,2024-09-11 11:22:28,Email,Elazığ Plant,Hardware,Peripheral,Error Message,2 - Medium,3 - Low,4 - Low,Data Center Operations,Analyst36,True,True,Send SMS,,,,,Closed/Resolved by Caller,Resolver39,2024-09-11 02:44:11,2024-09-11 11:22:28
INC0004202,Closed,False,3,0,7,True,Caller154,Operator12,2023-10-29 17:02:00,Operator8,2023-10-29 17:04:00,Analyst36,2023-11-01 04:08:44,IVR,Ankara Office,Hardware,Printer,Intermittent Failure,3 - Low,3 - Low,4 - Low,Security Operations,Analyst17,True,True,Do Not Notify,,,,,Solved (Work Around),Resolver28,2023-10-30 13:57:39,2023-11-01 04:08:44
INC0004203,Awaiting Vendor,True,0,0,9,True,Caller135,Operator14,2024-08-17 10:06:00,Operator10,2024-08-17 10:11:00,Analyst3,2024-08-17 11:16:21,Email,Remote - VPN,Database,Backup,Intermittent Failure,2 - Medium,3 - Low,4 - Low,Application Support,Analyst3,False,False,Send SMS,,,,,,,,
INC0004204,Closed,False,4,0,5,True,Caller106,Operator7,2023-11-12 22:58:00,Operator26,2023-11-12 23:01:00,Analyst6,2023-11-17 12:46:40,Self Service,İstanbul Regional,Network,VPN,Login Issue,3 - Low,3 - Low,4 - Low,Database Admin,Analyst41,True,True,Send Email,,,,,Not Solved (Too Costly),Resolver37,2023-11-15 17:40:23,2023-11-17 12:46:40
INC0004205,Resolved,False,1,0,16,False,Caller103,Operator30,2023-04-27 19:42:00,Operator23,2023-04-27 19:45:00,Analyst14,2023-05-08 05:43:32,Email,Bandırma HQ,Network,Wireless,Performance Degradation,3 - Low,3 - Low,4 - Low,Database Admin,Analyst23,False,True,Send SMS,PRB0000161,,,,Solved (Work Around),Resolver35,2023-05-07 14:17:41,2023-05-08 05:43:32
INC0004206,Resolved,False,2,0,15,True,Caller176,Operator28,2024-09-15 02:19:00,Operator5,2024-09-15 02:24:00,Analyst13,2024-09-17 08:24:41,Email,İstanbul Regional,Hardware,Desktop,Error Message,2 - Medium,3 - Low,4 - Low,Network Operations,Analyst25,False,False,Send Email,,,,,Solved (Permanently),Resolver11,2024-09-17 00:16:19,2024-09-17 08:24:41
INC0004207,Resolved,False,2,0,6,False,Caller177,Operator16,2023-03-10 05:00:00,Operator5,2023-03-10 05:03:00,Analyst40,2023-03-12 14:49:12,Phone,Elazığ Plant,Network,Firewall,System Slow,2 - Medium,1 - High,2 - High,Network Operations,Analyst26,False,True,Send Email,PRB0000380,,,,Not Solved (Too Costly),Resolver26,2023-03-11 05:24:29,2023-03-12 14:49:12
INC0004208,Closed,False,0,0,9,True,Caller33,Operator12,2023-06-08 01:15:00,Operator5,2023-06-08 01:15:00,Analyst36,2023-06-15 21:34:09,Email,Elazığ Plant,Database,Access,Performance Degradation,2 - Medium,3 - Low,4 - Low,Database Admin,Analyst33,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver3,2023-06-14 15:24:38,2023-06-15 21:34:09
INC0004209,Closed,False,0,1,11,False,Caller9,Operator25,2023-09-24 17:50:00,Operator7,2023-09-24 17:51:00,Analyst48,2023-10-01 02:54:19,Self Service,Ankara Office,Hardware,Peripheral,Intermittent Failure,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst11,True,True,Send Email,,,,,Closed/Resolved by Caller,Resolver1,2023-10-01 01:10:48,2023-10-01 02:54:19
INC0004210,Awaiting Vendor,True,1,0,12,True,Caller138,Operator30,2023-04-14 23:59:00,Operator4,2023-04-14 23:59:00,Analyst10,2023-04-15 08:47:41,Phone,Ankara Office,Network,VPN,Cannot Access,2 - Medium,3 - Low,4 - Low,Network Operations,Analyst39,True,True,Do Not Notify,,,,,,,,
INC0004211,Resolved,False,5,0,15,False,Caller197,Operator1,2023-05-21 15:58:00,Operator7,2023-05-21 16:03:00,Analyst32,2023-05-31 22:50:23,Email,İstanbul Regional,Database,Access,Error Message,3 - Low,3 - Low,4 - Low,Network Operations,Analyst3,True,True,Send Email,,,,,Closed/Resolved by Caller,Resolver24,2023-05-30 15:25:29,2023-05-31 22:50:23
INC0004212,Closed,False,2,0,9,False,Caller130,Operator27,2024-01-08 12:41:00,Operator24,2024-01-08 12:44:00,Analyst29,2024-01-12 16:37:55,Email,Bandırma HQ,Network,VPN,Error Message,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst11,True,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver24,2024-01-12 04:47:22,2024-01-12 16:37:55
INC0004213,Closed,False,2,0,9,True,Caller159,Operator24,2024-10-15 12:07:00,Operator26,2024-10-15 12:09:00,Analyst19,2024-10-18 10:20:28,Phone,İzmir Office,Inquiry / Help,Information,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Data Center Operations,Analyst15,True,True,Send Email,,,,,Not Solved (Too Costly),Resolver18,2024-10-17 23:52:59,2024-10-18 10:20:28
INC0004214,Resolved,False,4,0,6,True,Caller183,Operator19,2024-08-12 14:09:00,Operator4,2024-08-12 14:09:00,Analyst10,2024-08-16 13:33:48,Email,Bandırma HQ,Software,Email,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Data Center Operations,Analyst4,False,True,Do Not Notify,,,,,Not Solved (Too Costly),Resolver9,2024-08-14 18:09:16,2024-08-16 13:33:48
INC0004215,Closed,False,0,0,14,False,Caller182,Operator26,2023-12-26 05:31:00,Operator14,2023-12-26 05:34:00,Analyst23,2024-01-06 17:26:44,Email,Data Center Alpha,Inquiry / Help,Account Access,Security Alert,3 - Low,2 - Medium,4 - Low,Network Operations,Analyst14,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver18,2024-01-06 14:48:25,2024-01-06 17:26:44
INC0004216,Resolved,False,0,0,2,True,Caller50,Operator21,2023-12-19 16:37:00,Operator8,2023-12-19 16:41:00,Analyst22,2023-12-21 00:11:38,Self Service,Elazığ Plant,Hardware,Peripheral,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst23,True,True,Send SMS,,,,,Closed/Resolved by Caller,Resolver14,2023-12-20 03:28:26,2023-12-21 00:11:38
INC0004217,Resolved,False,0,0,8,False,Caller193,Operator19,2024-03-01 01:54:00,Operator13,2024-03-01 01:54:00,Analyst5,2024-03-13 18:14:56,Email,Elazığ Plant,Network,Firewall,Configuration Error,3 - Low,3 - Low,4 - Low,Infrastructure,Analyst5,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver33,2024-03-13 08:58:55,2024-03-13 18:14:56
INC0004218,Resolved,False,2,2,18,False,Caller71,Operator30,2023-06-04 12:49:00,Operator29,2023-06-04 12:52:00,Analyst16,2023-06-09 11:32:48,IVR,İstanbul Regional,Software,Email,Error Message,2 - Medium,1 - High,2 - High,Network Operations,Analyst49,False,False,Send SMS,,,,,Closed/Resolved by Caller,Resolver15,2023-06-07 17:27:58,2023-06-09 11:32:48
INC0004219,Resolved,False,0,0,3,True,Caller1,Operator6,2023-08-31 05:27:00,Operator19,2023-08-31 05:27:00,Analyst26,2023-09-03 22:33:26,Phone,Data Center Beta,Inquiry / Help,How To,Login Issue,3 - Low,3 - Low,4 - Low,Database Admin,Analyst45,False,True,Send Email,PRB0000349,,,,Solved (Work Around),Resolver39,2023-09-03 11:23:24,2023-09-03 22:33:26
INC0004220,Resolved,False,1,0,12,False,Caller138,Operator30,2023-05-04 06:12:00,Operator8,2023-05-04 06:12:00,Analyst29,2023-05-07 17:21:51,Self Service,İzmir Office,Network,VPN,Performance Degradation,1 - High,1 - High,1 - Critical,Application Support,Analyst31,False,False,Do Not Notify,,,Vendor12,,Not Solved (Not Reproducible),Resolver3,2023-05-05 21:47:10,2023-05-07 17:21:51
INC0004221,New,True,4,3,22,False,Caller21,Operator21,2024-11-02 23:45:00,Operator5,2024-11-02 23:47:00,Analyst28,2024-11-11 20:12:34,Direct Opening,Bandırma HQ,Network,Wireless,Intermittent Failure,3 - Low,3 - Low,4 - Low,Network Operations,Analyst16,True,False,Send Email,,,,,,,,
INC0004222,Resolved,False,0,0,14,True,Caller15,Operator5,2024-05-09 19:55:00,Operator7,2024-05-09 19:55:00,Analyst43,2024-05-16 08:15:12,IVR,Elazığ Plant,Database,Performance,Cannot Access,3 - Low,3 - Low,4 - Low,DevOps Team,Analyst21,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver22,2024-05-15 07:57:17,2024-05-16 08:15:12
INC0004223,Closed,False,1,0,13,True,Caller43,Operator13,2024-04-16 07:22:00,Operator8,2024-04-16 07:25:00,Analyst18,2024-04-17 05:37:50,Direct Opening,İzmir Office,Hardware,Peripheral,Data Loss,1 - High,2 - Medium,2 - High,Database Admin,Analyst7,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver40,2024-04-16 15:02:03,2024-04-17 05:37:50
INC0004224,Closed,False,2,3,7,False,Caller48,Operator1,2023-03-15 12:34:00,Operator2,2023-03-15 12:39:00,Analyst1,2023-03-20 19:49:27,Email,İstanbul Regional,Inquiry / Help,Training,Security Alert,3 - Low,1 - High,3 - Moderate,Data Center Operations,Analyst15,True,True,Do Not Notify,,,,,Solved (Work Around),Resolver15,2023-03-20 04:52:50,2023-03-20 19:49:27
INC0004225,New,True,2,1,14,True,Caller177,Operator11,2023-08-21 11:53:00,Operator10,2023-08-21 11:55:00,Analyst34,2023-08-22 00:27:29,Phone,Data Center Beta,Software,ERP,Performance Degradation,1 - High,3 - Low,3 - Moderate,Data Center Operations,Analyst40,True,False,Send Email,,,Vendor3,,,,,
INC0004226,Closed,False,4,0,12,True,Caller140,Operator8,2024-06-11 20:07:00,Operator8,2024-06-11 20:09:00,Analyst23,2024-06-15 00:59:08,Email,Bandırma HQ,Software,Application,Data Loss,3 - Low,3 - Low,4 - Low,Cloud Services,Analyst24,False,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver31,2024-06-14 07:00:01,2024-06-15 00:59:08
INC0004227,Closed,False,2,0,11,False,Caller24,Operator30,2023-08-05 01:17:00,Operator28,2023-08-05 01:17:00,Analyst50,2023-08-10 12:03:58,IVR,Remote - VPN,Hardware,Laptop,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Service Desk,Analyst48,True,True,Send SMS,,,,,Solved (Work Around),Resolver26,2023-08-09 09:48:50,2023-08-10 12:03:58
INC0004228,Resolved,False,0,0,5,True,Caller55,Operator30,2024-01-19 18:35:00,Operator18,2024-01-19 18:39:00,Analyst23,2024-01-26 04:08:15,Self Service,İstanbul Regional,Network,Connectivity,Security Alert,3 - Low,2 - Medium,4 - Low,Data Center Operations,Analyst16,False,False,Send Email,PRB0000108,,,,Not Solved (Too Costly),Resolver11,2024-01-25 07:29:47,2024-01-26 04:08:15
INC0004229,Closed,False,3,0,13,True,Caller24,Operator6,2023-12-15 17:52:00,Operator11,2023-12-15 17:57:00,Analyst47,2023-12-17 03:44:30,Direct Opening,İzmir Office,Hardware,Printer,System Slow,3 - Low,1 - High,3 - Moderate,End User Support,Analyst48,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver18,2023-12-15 20:48:22,2023-12-17 03:44:30
INC0004230,Resolved,False,0,0,14,False,Caller23,Operator11,2023-09-17 07:57:00,Operator3,2023-09-17 07:57:00,Analyst38,2023-09-27 16:08:51,Direct Opening,Data Center Alpha,Software,Office Suite,Error Message,3 - Low,2 - Medium,4 - Low,Security Operations,Analyst19,False,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver36,2023-09-27 08:36:51,2023-09-27 16:08:51
INC0004231,New,True,2,0,17,False,Caller8,Operator25,2023-10-15 15:57:00,Operator22,2023-10-15 15:59:00,Analyst27,2023-10-16 23:50:12,IVR,İstanbul Regional,Software,ERP,Error Message,1 - High,3 - Low,3 - Moderate,DevOps Team,Analyst38,True,True,Do Not Notify,,,Vendor7,,,,,
INC0004232,Closed,False,1,0,2,True,Caller129,Operator22,2024-12-01 08:14:00,Operator6,2024-12-01 08:17:00,Analyst3,2024-12-08 14:08:37,Direct Opening,Remote - VPN,Network,Wireless,Performance Degradation,2 - Medium,3 - Low,4 - Low,End User Support,Analyst37,False,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver23,2024-12-07 05:29:51,2024-12-08 14:08:37
INC0004233,Closed,False,1,0,14,True,Caller47,Operator10,2024-03-03 22:11:00,Operator17,2024-03-03 22:16:00,Analyst1,2024-03-09 06:41:54,Phone,İzmir Office,Hardware,Peripheral,Service Unavailable,3 - Low,3 - Low,4 - Low,Infrastructure,Analyst8,True,True,Send Email,,,,,Solved (Permanently),Resolver4,2024-03-08 06:36:28,2024-03-09 06:41:54
INC0004234,Closed,False,4,0,10,False,Caller138,Operator5,2024-05-16 20:54:00,Operator30,2024-05-16 20:54:00,Analyst38,2024-05-24 15:41:38,IVR,Data Center Alpha,Software,Operating System,System Slow,3 - Low,2 - Medium,4 - Low,Database Admin,Analyst12,False,True,Send SMS,,,,,Solved (Permanently),Resolver21,2024-05-23 21:48:36,2024-05-24 15:41:38
INC0004235,Resolved,False,4,0,6,True,Caller107,Operator8,2023-07-10 00:19:00,Operator25,2023-07-10 00:24:00,Analyst47,2023-07-17 01:34:17,Email,İstanbul Regional,Network,Firewall,Performance Degradation,2 - Medium,3 - Low,4 - Low,Data Center Operations,Analyst34,False,True,Send Email,,,,,Solved (Permanently),Resolver9,2023-07-15 11:13:35,2023-07-17 01:34:17
INC0004236,Awaiting User Info,True,0,0,2,False,Caller165,Operator10,2024-02-28 05:37:00,Operator17,2024-02-28 05:37:00,Analyst9,2024-02-29 03:45:00,Direct Opening,Remote - VPN,Database,Backup,Configuration Error,1 - High,2 - Medium,2 - High,Service Desk,Analyst18,False,True,Do Not Notify,PRB0000280,,,,,,,
INC0004237,Resolved,False,0,0,5,True,Caller161,Operator11,2024-06-07 16:23:00,Operator30,2024-06-07 16:23:00,Analyst12,2024-06-09 12:41:03,Email,Ankara Office,Database,Performance,Data Loss,3 - Low,3 - Low,4 - Low,Network Operations,Analyst46,False,True,Do Not Notify,,,Vendor4,,Closed/Resolved by Caller,Resolver25,2024-06-08 01:00:33,2024-06-09 12:41:03
INC0004238,Closed,False,4,1,6,False,Caller93,Operator20,2024-01-11 23:54:00,Operator10,2024-01-11 23:54:00,Analyst25,2024-01-26 02:07:30,Direct Opening,İstanbul Regional,Hardware,Monitor,Service Unavailable,2 - Medium,3 - Low,4 - Low,DevOps Team,Analyst20,False,True,Do Not Notify,,,,,Solved (Permanently),Resolver40,2024-01-25 06:22:10,2024-01-26 02:07:30
INC0004239,Resolved,False,3,0,8,False,Caller162,Operator28,2024-02-02 10:31:00,Operator21,2024-02-02 10:34:00,Analyst10,2024-02-07 18:30:06,Self Service,Data Center Beta,Hardware,Monitor,Configuration Error,1 - High,2 - Medium,2 - High,Data Center Operations,Analyst5,False,True,Send Email,PRB0000317,,,,Not Solved (Too Costly),Resolver35,2024-02-06 07:51:04,2024-02-07 18:30:06
INC0004240,Closed,False,1,0,10,True,Caller166,Operator6,2023-07-06 10:00:00,Operator3,2023-07-06 10:01:00,Analyst29,2023-07-12 04:04:56,Phone,İstanbul Regional,Software,Application,Configuration Error,2 - Medium,3 - Low,4 - Low,End User Support,Analyst45,False,False,Do Not Notify,PRB0000182,,Vendor3,,Solved (Work Around),Resolver28,2023-07-10 19:50:27,2023-07-12 04:04:56
INC0004241,Closed,False,4,0,13,False,Caller33,Operator14,2024-01-03 18:47:00,Operator16,2024-01-03 18:51:00,Analyst8,2024-01-16 03:59:24,Self Service,İstanbul Regional,Software,Application,Performance Degradation,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst9,True,True,Send Email,,,,,Not Solved (Not Reproducible),Resolver21,2024-01-15 16:00:04,2024-01-16 03:59:24
INC0004242,Resolved,False,0,1,2,True,Caller90,Operator8,2024-11-12 01:47:00,Operator16,2024-11-12 01:47:00,Analyst8,2024-11-14 05:53:20,Email,İstanbul Regional,Network,Firewall,Data Loss,1 - High,3 - Low,3 - Moderate,Network Operations,Analyst18,False,False,Send Email,,RFC0000083,,,Solved (Work Around),Resolver39,2024-11-13 09:48:56,2024-11-14 05:53:20
INC0004243,Closed,False,0,0,7,False,Caller9,Operator23,2023-06-28 04:59:00,Operator9,2023-06-28 05:00:00,Analyst33,2023-07-09 03:00:35,Direct Opening,Data Center Alpha,Inquiry / Help,Password Reset,Data Loss,2 - Medium,3 - Low,4 - Low,End User Support,Analyst26,False,False,Do Not Notify,,,,,Solved (Work Around),Resolver37,2023-07-07 10:22:43,2023-07-09 03:00:35
INC0004244,Awaiting User Info,True,3,0,9,True,Caller45,Operator21,2023-03-08 08:04:00,Operator27,2023-03-08 08:08:00,Analyst43,2023-03-08 10:06:27,Self Service,Bandırma HQ,Inquiry / Help,Information,Security Alert,2 - Medium,3 - Low,4 - Low,Security Operations,Analyst40,False,False,Do Not Notify,,,,,,,,
INC0004245,Resolved,False,5,1,8,False,Caller38,Operator25,2024-11-13 07:04:00,Operator21,2024-11-13 07:07:00,Analyst4,2024-11-20 18:18:41,Phone,İzmir Office,Database,Performance,Error Message,2 - Medium,3 - Low,4 - Low,Service Desk,Analyst48,True,False,Send Email,,,,,Not Solved (Not Reproducible),Resolver2,2024-11-20 17:51:29,2024-11-20 18:18:41
INC0004246,Closed,False,3,0,10,False,Caller58,Operator17,2023-01-16 13:56:00,Operator4,2023-01-16 14:00:00,Analyst35,2023-01-26 06:23:47,Email,Data Center Beta,Database,Query,Cannot Access,2 - Medium,3 - Low,4 - Low,Application Support,Analyst26,True,False,Send SMS,,,,,Not Solved (Not Reproducible),Resolver17,2023-01-25 00:27:54,2023-01-26 06:23:47
INC0004247,Resolved,False,1,0,12,True,Caller40,Operator25,2023-03-17 15:01:00,Operator21,2023-03-17 15:04:00,Analyst1,2023-03-20 08:11:06,Email,Elazığ Plant,Inquiry / Help,Information,System Slow,2 - Medium,2 - Medium,3 - Moderate,Database Admin,Analyst44,False,False,Do Not Notify,,,,,Solved (Work Around),Resolver12,2023-03-18 18:58:14,2023-03-20 08:11:06
INC0004248,Resolved,False,1,0,7,False,Caller90,Operator9,2024-12-02 17:18:00,Operator12,2024-12-02 17:23:00,Analyst35,2024-12-10 13:50:50,Self Service,Elazığ Plant,Inquiry / Help,Information,Data Loss,3 - Low,2 - Medium,4 - Low,End User Support,Analyst50,False,False,Do Not Notify,,RFC0000171,,,Closed/Resolved by Caller,Resolver37,2024-12-09 19:29:36,2024-12-10 13:50:50
INC0004249,Closed,False,0,0,7,False,Caller176,Operator25,2024-01-18 23:10:00,Operator8,2024-01-18 23:15:00,Analyst15,2024-01-28 03:52:17,IVR,Data Center Beta,Software,Operating System,Security Alert,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst13,True,True,Do Not Notify,,,Vendor14,,Closed/Resolved by Caller,Resolver3,2024-01-26 23:03:52,2024-01-28 03:52:17
INC0004250,Closed,False,1,3,5,True,Caller156,Operator14,2023-03-08 08:17:00,Operator15,2023-03-08 08:22:00,Analyst45,2023-03-10 21:32:55,IVR,Data Center Alpha,Hardware,Monitor,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Cloud Services,Analyst13,False,True,Do Not Notify,,,,,Not Solved (Too Costly),Resolver2,2023-03-09 06:49:00,2023-03-10 21:32:55
INC0004251,Resolved,False,2,0,14,True,Caller66,Operator6,2024-12-10 07:00:00,Operator1,2024-12-10 07:03:00,Analyst44,2024-12-17 11:05:53,IVR,Data Center Alpha,Network,VPN,Login Issue,3 - Low,3 - Low,4 - Low,Infrastructure,Analyst11,True,True,Do Not Notify,,,,,Solved (Work Around),Resolver17,2024-12-16 16:30:12,2024-12-17 11:05:53
INC0004252,Closed,False,3,0,18,False,Caller75,Operator9,2024-10-14 22:24:00,Operator18,2024-10-14 22:27:00,Analyst14,2024-10-23 11:38:42,Direct Opening,Bandırma HQ,Database,Replication,Configuration Error,2 - Medium,3 - Low,4 - Low,Application Support,Analyst28,True,True,Send SMS,,RFC0000027,,,Not Solved (Not Reproducible),Resolver31,2024-10-22 02:26:25,2024-10-23 11:38:42
INC0004253,Resolved,False,3,0,4,True,Caller161,Operator21,2023-09-18 06:13:00,Operator11,2023-09-18 06:14:00,Analyst26,2023-09-18 19:56:53,Self Service,İstanbul Regional,Inquiry / Help,Training,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Database Admin,Analyst34,False,True,Send Email,,RFC0000189,,,Solved (Permanently),Resolver1,2023-09-18 19:41:02,2023-09-18 19:56:53
INC0004254,Closed,False,4,0,15,False,Caller165,Operator28,2023-11-12 10:00:00,Operator25,2023-11-12 10:01:00,Analyst47,2023-11-19 05:08:33,Phone,Remote - VPN,Hardware,Laptop,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,DevOps Team,Analyst47,True,True,Do Not Notify,PRB0000318,,,,Not Solved (Too Costly),Resolver11,2023-11-17 09:00:12,2023-11-19 05:08:33
INC0004255,Resolved,False,1,0,10,True,Caller43,Operator23,2024-10-05 21:49:00,Operator4,2024-10-05 21:52:00,Analyst44,2024-10-09 21:03:26,Direct Opening,Bandırma HQ,Hardware,Desktop,Configuration Error,3 - Low,3 - Low,4 - Low,Security Operations,Analyst7,True,True,Send Email,PRB0000137,,,,Closed/Resolved by Caller,Resolver18,2024-10-09 09:44:34,2024-10-09 21:03:26
